Cod_comuna_x;Cod_corregimiento;NOM_CORREGIMIENTO;Cod_barrio;NOM_BARRIO;LLAVE;GEOJSON_BARRIO;rango etario;BARRIO_AT;personas
2;0;SIN CORREGIMIENTO;53;ESPERANZA III;2-ESPERANZA III;LA ESPERANZA III;2. Infancia (6 - 11 años);SI;104
2;0;SIN CORREGIMIENTO;53;ESPERANZA III;2-ESPERANZA III;LA ESPERANZA III;3. Adolescencia (12 - 18 años);SI;146
2;0;SIN CORREGIMIENTO;53;ESPERANZA III;2-ESPERANZA III;LA ESPERANZA III;4. Juventud (14 - 26 años);SI;143
2;0;SIN CORREGIMIENTO;53;ESPERANZA III;2-ESPERANZA III;LA ESPERANZA III;5. Adultez (27- 59 años);SI;447
2;0;SIN CORREGIMIENTO;53;ESPERANZA III;2-ESPERANZA III;LA ESPERANZA III;6. Persona Mayor 60 o mas;SI;140
2;0;SIN CORREGIMIENTO;54;MIRADOR NORTE;2-MIRADOR NORTE;MIRADOR;1. Primera Infancia (0-5 años);SI;143
2;0;SIN CORREGIMIENTO;54;MIRADOR NORTE;2-MIRADOR NORTE;MIRADOR;2. Infancia (6 - 11 años);SI;130
2;0;SIN CORREGIMIENTO;54;MIRADOR NORTE;2-MIRADOR NORTE;MIRADOR;3. Adolescencia (12 - 18 años);SI;144
2;0;SIN CORREGIMIENTO;54;MIRADOR NORTE;2-MIRADOR NORTE;MIRADOR;4. Juventud (14 - 26 años);SI;171
2;0;SIN CORREGIMIENTO;54;MIRADOR NORTE;2-MIRADOR NORTE;MIRADOR;5. Adultez (27- 59 años);SI;418
2;0;SIN CORREGIMIENTO;54;MIRADOR NORTE;2-MIRADOR NORTE;MIRADOR;6. Persona Mayor 60 o mas;SI;74
2;0;SIN CORREGIMIENTO;57;BOSCONIA ;2-BOSCONIA ;0;1. Primera Infancia (0-5 años);0;1
2;0;SIN CORREGIMIENTO;57;BOSCONIA ;2-BOSCONIA ;0;2. Infancia (6 - 11 años);0;2
2;0;SIN CORREGIMIENTO;57;BOSCONIA ;2-BOSCONIA ;0;3. Adolescencia (12 - 18 años);0;1
2;0;SIN CORREGIMIENTO;57;BOSCONIA ;2-BOSCONIA ;0;5. Adultez (27- 59 años);0;4
2;0;SIN CORREGIMIENTO;57;BOSCONIA ;2-BOSCONIA ;0;6. Persona Mayor 60 o mas;0;2
2;0;SIN CORREGIMIENTO;58;13 DE JUNIO;2-13 DE JUNIO;0;3. Adolescencia (12 - 18 años);0;3
2;0;SIN CORREGIMIENTO;58;13 DE JUNIO;2-13 DE JUNIO;0;4. Juventud (14 - 26 años);0;1
2;0;SIN CORREGIMIENTO;58;13 DE JUNIO;2-13 DE JUNIO;0;5. Adultez (27- 59 años);0;1
2;0;SIN CORREGIMIENTO;59;LA GRANJITA;2-LA GRANJITA;0;1. Primera Infancia (0-5 años);0;32
2;0;SIN CORREGIMIENTO;59;LA GRANJITA;2-LA GRANJITA;0;2. Infancia (6 - 11 años);0;22
2;0;SIN CORREGIMIENTO;59;LA GRANJITA;2-LA GRANJITA;0;3. Adolescencia (12 - 18 años);0;35
2;0;SIN CORREGIMIENTO;59;LA GRANJITA;2-LA GRANJITA;0;4. Juventud (14 - 26 años);0;35
2;0;SIN CORREGIMIENTO;59;LA GRANJITA;2-LA GRANJITA;0;5. Adultez (27- 59 años);0;87
2;0;SIN CORREGIMIENTO;59;LA GRANJITA;2-LA GRANJITA;0;6. Persona Mayor 60 o mas;0;18
2;0;SIN CORREGIMIENTO;61;REGADERO NORTE;2-REGADERO NORTE;REGADERO NORTE;1. Primera Infancia (0-5 años);SI;165
2;0;SIN CORREGIMIENTO;61;REGADERO NORTE;2-REGADERO NORTE;REGADERO NORTE;2. Infancia (6 - 11 años);SI;131
2;0;SIN CORREGIMIENTO;61;REGADERO NORTE;2-REGADERO NORTE;REGADERO NORTE;3. Adolescencia (12 - 18 años);SI;167
2;0;SIN CORREGIMIENTO;61;REGADERO NORTE;2-REGADERO NORTE;REGADERO NORTE;4. Juventud (14 - 26 años);SI;217
2;0;SIN CORREGIMIENTO;61;REGADERO NORTE;2-REGADERO NORTE;REGADERO NORTE;5. Adultez (27- 59 años);SI;721
2;0;SIN CORREGIMIENTO;61;REGADERO NORTE;2-REGADERO NORTE;REGADERO NORTE;6. Persona Mayor 60 o mas;SI;222
2;0;SIN CORREGIMIENTO;62;PRIMAVERAL REGADERO;2-PRIMAVERAL REGADERO;SIN GEOJSON;1. Primera Infancia (0-5 años);SI;7
2;0;SIN CORREGIMIENTO;62;PRIMAVERAL REGADERO;2-PRIMAVERAL REGADERO;SIN GEOJSON;2. Infancia (6 - 11 años);SI;17
2;0;SIN CORREGIMIENTO;62;PRIMAVERAL REGADERO;2-PRIMAVERAL REGADERO;SIN GEOJSON;3. Adolescencia (12 - 18 años);SI;12
2;0;SIN CORREGIMIENTO;62;PRIMAVERAL REGADERO;2-PRIMAVERAL REGADERO;SIN GEOJSON;4. Juventud (14 - 26 años);SI;29
2;0;SIN CORREGIMIENTO;62;PRIMAVERAL REGADERO;2-PRIMAVERAL REGADERO;SIN GEOJSON;5. Adultez (27- 59 años);SI;76
2;0;SIN CORREGIMIENTO;62;PRIMAVERAL REGADERO;2-PRIMAVERAL REGADERO;SIN GEOJSON;6. Persona Mayor 60 o mas;SI;19
2;0;SIN CORREGIMIENTO;64;LA JUVENTUD;2-LA JUVENTUD;LA JUVENTUD;1. Primera Infancia (0-5 años);SI;139
2;0;SIN CORREGIMIENTO;64;LA JUVENTUD;2-LA JUVENTUD;LA JUVENTUD;2. Infancia (6 - 11 años);SI;101
2;0;SIN CORREGIMIENTO;64;LA JUVENTUD;2-LA JUVENTUD;LA JUVENTUD;3. Adolescencia (12 - 18 años);SI;162
2;0;SIN CORREGIMIENTO;64;LA JUVENTUD;2-LA JUVENTUD;LA JUVENTUD;4. Juventud (14 - 26 años);SI;203
2;0;SIN CORREGIMIENTO;64;LA JUVENTUD;2-LA JUVENTUD;LA JUVENTUD;5. Adultez (27- 59 años);SI;577
2;0;SIN CORREGIMIENTO;64;LA JUVENTUD;2-LA JUVENTUD;LA JUVENTUD;6. Persona Mayor 60 o mas;SI;189
2;0;SIN CORREGIMIENTO;65;ESPERANZA I;2-ESPERANZA I;LA ESPERANZA I;1. Primera Infancia (0-5 años);SI;164
2;0;SIN CORREGIMIENTO;65;ESPERANZA I;2-ESPERANZA I;LA ESPERANZA I;2. Infancia (6 - 11 años);SI;126
2;0;SIN CORREGIMIENTO;65;ESPERANZA I;2-ESPERANZA I;LA ESPERANZA I;3. Adolescencia (12 - 18 años);SI;162
2;0;SIN CORREGIMIENTO;65;ESPERANZA I;2-ESPERANZA I;LA ESPERANZA I;4. Juventud (14 - 26 años);SI;206
2;0;SIN CORREGIMIENTO;65;ESPERANZA I;2-ESPERANZA I;LA ESPERANZA I;5. Adultez (27- 59 años);SI;586
2;0;SIN CORREGIMIENTO;65;ESPERANZA I;2-ESPERANZA I;LA ESPERANZA I;6. Persona Mayor 60 o mas;SI;178
2;0;SIN CORREGIMIENTO;66;SAN CRISTOBAL;2-SAN CRISTOBAL;SAN CRISTOBAL;1. Primera Infancia (0-5 años);SI;78
2;0;SIN CORREGIMIENTO;66;SAN CRISTOBAL;2-SAN CRISTOBAL;SAN CRISTOBAL;2. Infancia (6 - 11 años);SI;61
2;0;SIN CORREGIMIENTO;66;SAN CRISTOBAL;2-SAN CRISTOBAL;SAN CRISTOBAL;3. Adolescencia (12 - 18 años);SI;87
2;0;SIN CORREGIMIENTO;66;SAN CRISTOBAL;2-SAN CRISTOBAL;SAN CRISTOBAL;4. Juventud (14 - 26 años);SI;97
2;0;SIN CORREGIMIENTO;66;SAN CRISTOBAL;2-SAN CRISTOBAL;SAN CRISTOBAL;5. Adultez (27- 59 años);SI;370
2;0;SIN CORREGIMIENTO;66;SAN CRISTOBAL;2-SAN CRISTOBAL;SAN CRISTOBAL;6. Persona Mayor 60 o mas;SI;134
2;0;SIN CORREGIMIENTO;67;TRANSICION I AL V;2-TRANSICION I AL V;SIN GEOJSON;1. Primera Infancia (0-5 años);SI;645
2;0;SIN CORREGIMIENTO;67;TRANSICION I AL V;2-TRANSICION I AL V;SIN GEOJSON;2. Infancia (6 - 11 años);SI;562
2;0;SIN CORREGIMIENTO;67;TRANSICION I AL V;2-TRANSICION I AL V;SIN GEOJSON;3. Adolescencia (12 - 18 años);SI;654
2;0;SIN CORREGIMIENTO;67;TRANSICION I AL V;2-TRANSICION I AL V;SIN GEOJSON;4. Juventud (14 - 26 años);SI;750
2;0;SIN CORREGIMIENTO;67;TRANSICION I AL V;2-TRANSICION I AL V;SIN GEOJSON;5. Adultez (27- 59 años);SI;2179
2;0;SIN CORREGIMIENTO;67;TRANSICION I AL V;2-TRANSICION I AL V;SIN GEOJSON;6. Persona Mayor 60 o mas;SI;590
2;0;SIN CORREGIMIENTO;68;NUEVA COLOMBIA;2-NUEVA COLOMBIA;0;1. Primera Infancia (0-5 años);0;44
2;0;SIN CORREGIMIENTO;68;NUEVA COLOMBIA;2-NUEVA COLOMBIA;0;2. Infancia (6 - 11 años);0;46
2;0;SIN CORREGIMIENTO;68;NUEVA COLOMBIA;2-NUEVA COLOMBIA;0;3. Adolescencia (12 - 18 años);0;47
2;0;SIN CORREGIMIENTO;68;NUEVA COLOMBIA;2-NUEVA COLOMBIA;0;4. Juventud (14 - 26 años);0;68
2;0;SIN CORREGIMIENTO;68;NUEVA COLOMBIA;2-NUEVA COLOMBIA;0;5. Adultez (27- 59 años);0;166
2;0;SIN CORREGIMIENTO;68;NUEVA COLOMBIA;2-NUEVA COLOMBIA;0;6. Persona Mayor 60 o mas;0;33
2;0;SIN CORREGIMIENTO;69;VILLA MERCEDES;2-VILLA MERCEDES;VILLA MERCEDES;1. Primera Infancia (0-5 años);SI;271
2;0;SIN CORREGIMIENTO;69;VILLA MERCEDES;2-VILLA MERCEDES;VILLA MERCEDES;2. Infancia (6 - 11 años);SI;230
2;0;SIN CORREGIMIENTO;69;VILLA MERCEDES;2-VILLA MERCEDES;VILLA MERCEDES;3. Adolescencia (12 - 18 años);SI;282
2;0;SIN CORREGIMIENTO;69;VILLA MERCEDES;2-VILLA MERCEDES;VILLA MERCEDES;4. Juventud (14 - 26 años);SI;292
2;0;SIN CORREGIMIENTO;69;VILLA MERCEDES;2-VILLA MERCEDES;VILLA MERCEDES;5. Adultez (27- 59 años);SI;912
2;0;SIN CORREGIMIENTO;69;VILLA MERCEDES;2-VILLA MERCEDES;VILLA MERCEDES;6. Persona Mayor 60 o mas;SI;186
2;0;SIN CORREGIMIENTO;70;OLITAS;2-OLITAS;0;1. Primera Infancia (0-5 años);0;38
2;0;SIN CORREGIMIENTO;70;OLITAS;2-OLITAS;0;2. Infancia (6 - 11 años);0;27
2;0;SIN CORREGIMIENTO;70;OLITAS;2-OLITAS;0;3. Adolescencia (12 - 18 años);0;44
2;0;SIN CORREGIMIENTO;70;OLITAS;2-OLITAS;0;4. Juventud (14 - 26 años);0;46
2;0;SIN CORREGIMIENTO;70;OLITAS;2-OLITAS;0;5. Adultez (27- 59 años);0;153
2;0;SIN CORREGIMIENTO;70;OLITAS;2-OLITAS;0;6. Persona Mayor 60 o mas;0;53
2;0;SIN CORREGIMIENTO;71;BOSQUE NORTE ;2-BOSQUE NORTE ;BOSQUE NORTE;1. Primera Infancia (0-5 años);SI;166
2;0;SIN CORREGIMIENTO;71;BOSQUE NORTE ;2-BOSQUE NORTE ;BOSQUE NORTE;2. Infancia (6 - 11 años);SI;127
2;0;SIN CORREGIMIENTO;71;BOSQUE NORTE ;2-BOSQUE NORTE ;BOSQUE NORTE;3. Adolescencia (12 - 18 años);SI;155
2;0;SIN CORREGIMIENTO;71;BOSQUE NORTE ;2-BOSQUE NORTE ;BOSQUE NORTE;4. Juventud (14 - 26 años);SI;198
2;0;SIN CORREGIMIENTO;71;BOSQUE NORTE ;2-BOSQUE NORTE ;BOSQUE NORTE;5. Adultez (27- 59 años);SI;516
2;0;SIN CORREGIMIENTO;71;BOSQUE NORTE ;2-BOSQUE NORTE ;BOSQUE NORTE;6. Persona Mayor 60 o mas;SI;141
2;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;2-LA INDEPENDENCIA;LA INDEPENDENCIA;1. Primera Infancia (0-5 años);SI;356
2;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;2-LA INDEPENDENCIA;LA INDEPENDENCIA;2. Infancia (6 - 11 años);SI;342
2;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;2-LA INDEPENDENCIA;LA INDEPENDENCIA;3. Adolescencia (12 - 18 años);SI;438
2;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;2-LA INDEPENDENCIA;LA INDEPENDENCIA;4. Juventud (14 - 26 años);SI;536
2;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;2-LA INDEPENDENCIA;LA INDEPENDENCIA;5. Adultez (27- 59 años);SI;1572
2;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;2-LA INDEPENDENCIA;LA INDEPENDENCIA;6. Persona Mayor 60 o mas;SI;427
2;0;SIN CORREGIMIENTO;74;NORTE BAJO;2-NORTE BAJO;0;1. Primera Infancia (0-5 años);0;8
2;0;SIN CORREGIMIENTO;74;NORTE BAJO;2-NORTE BAJO;0;2. Infancia (6 - 11 años);0;20
2;0;SIN CORREGIMIENTO;74;NORTE BAJO;2-NORTE BAJO;0;3. Adolescencia (12 - 18 años);0;18
2;0;SIN CORREGIMIENTO;74;NORTE BAJO;2-NORTE BAJO;0;4. Juventud (14 - 26 años);0;19
2;0;SIN CORREGIMIENTO;74;NORTE BAJO;2-NORTE BAJO;0;5. Adultez (27- 59 años);0;64
2;0;SIN CORREGIMIENTO;74;NORTE BAJO;2-NORTE BAJO;0;6. Persona Mayor 60 o mas;0;18
2;0;SIN CORREGIMIENTO;75;SAN RAFAEL;2-SAN RAFAEL;0;5. Adultez (27- 59 años);0;4
2;0;SIN CORREGIMIENTO;75;SAN RAFAEL;2-SAN RAFAEL;0;6. Persona Mayor 60 o mas;0;1
2;0;SIN CORREGIMIENTO;76;CHAPINERO;2-CHAPINERO;0;5. Adultez (27- 59 años);0;5
2;0;SIN CORREGIMIENTO;87;DON BOSCO;2-DON BOSCO;0;4. Juventud (14 - 26 años);0;1
2;0;SIN CORREGIMIENTO;87;DON BOSCO;2-DON BOSCO;0;5. Adultez (27- 59 años);0;1
2;0;SIN CORREGIMIENTO;95;COMUNEROS;2-COMUNEROS;0;1. Primera Infancia (0-5 años);0;16
2;0;SIN CORREGIMIENTO;95;COMUNEROS;2-COMUNEROS;0;2. Infancia (6 - 11 años);0;10
2;0;SIN CORREGIMIENTO;95;COMUNEROS;2-COMUNEROS;0;3. Adolescencia (12 - 18 años);0;18
2;0;SIN CORREGIMIENTO;95;COMUNEROS;2-COMUNEROS;0;4. Juventud (14 - 26 años);0;31
2;0;SIN CORREGIMIENTO;95;COMUNEROS;2-COMUNEROS;0;5. Adultez (27- 59 años);0;89
2;0;SIN CORREGIMIENTO;95;COMUNEROS;2-COMUNEROS;0;6. Persona Mayor 60 o mas;0;28
2;0;SIN CORREGIMIENTO;101;UNIVERSIDAD;2-UNIVERSIDAD;0;1. Primera Infancia (0-5 años);0;1
2;0;SIN CORREGIMIENTO;101;UNIVERSIDAD;2-UNIVERSIDAD;0;2. Infancia (6 - 11 años);0;1
2;0;SIN CORREGIMIENTO;101;UNIVERSIDAD;2-UNIVERSIDAD;0;3. Adolescencia (12 - 18 años);0;1
2;0;SIN CORREGIMIENTO;101;UNIVERSIDAD;2-UNIVERSIDAD;0;5. Adultez (27- 59 años);0;4
2;0;SIN CORREGIMIENTO;101;UNIVERSIDAD;2-UNIVERSIDAD;0;6. Persona Mayor 60 o mas;0;1
2;0;SIN CORREGIMIENTO;110;MORRORRICO;2-MORRORRICO;0;1. Primera Infancia (0-5 años);0;6
2;0;SIN CORREGIMIENTO;110;MORRORRICO;2-MORRORRICO;0;2. Infancia (6 - 11 años);0;5
2;0;SIN CORREGIMIENTO;110;MORRORRICO;2-MORRORRICO;0;3. Adolescencia (12 - 18 años);0;4
2;0;SIN CORREGIMIENTO;110;MORRORRICO;2-MORRORRICO;0;4. Juventud (14 - 26 años);0;4
2;0;SIN CORREGIMIENTO;110;MORRORRICO;2-MORRORRICO;0;5. Adultez (27- 59 años);0;11
2;0;SIN CORREGIMIENTO;113;PUERTO RICO;2-PUERTO RICO;0;5. Adultez (27- 59 años);0;1
2;0;SIN CORREGIMIENTO;113;PUERTO RICO;2-PUERTO RICO;0;6. Persona Mayor 60 o mas;0;1
2;0;SIN CORREGIMIENTO;116;MIRAFLORES;2-MIRAFLORES;0;2. Infancia (6 - 11 años);0;2
2;0;SIN CORREGIMIENTO;116;MIRAFLORES;2-MIRAFLORES;0;3. Adolescencia (12 - 18 años);0;1
2;0;SIN CORREGIMIENTO;116;MIRAFLORES;2-MIRAFLORES;0;5. Adultez (27- 59 años);0;1
2;0;SIN CORREGIMIENTO;153;EL PANTANO I;2-EL PANTANO I;0;1. Primera Infancia (0-5 años);0;2
2;0;SIN CORREGIMIENTO;153;EL PANTANO I;2-EL PANTANO I;0;3. Adolescencia (12 - 18 años);0;1
2;0;SIN CORREGIMIENTO;153;EL PANTANO I;2-EL PANTANO I;0;4. Juventud (14 - 26 años);0;4
2;0;SIN CORREGIMIENTO;153;EL PANTANO I;2-EL PANTANO I;0;5. Adultez (27- 59 años);0;2
2;0;SIN CORREGIMIENTO;153;EL PANTANO I;2-EL PANTANO I;0;6. Persona Mayor 60 o mas;0;2
2;0;SIN CORREGIMIENTO;179;COLOMBIA;2-COLOMBIA;0;5. Adultez (27- 59 años);0;3
2;0;SIN CORREGIMIENTO;223;PORVENIR BAJO;2-PORVENIR BAJO;0;1. Primera Infancia (0-5 años);0;1
2;0;SIN CORREGIMIENTO;223;PORVENIR BAJO;2-PORVENIR BAJO;0;2. Infancia (6 - 11 años);0;2
2;0;SIN CORREGIMIENTO;223;PORVENIR BAJO;2-PORVENIR BAJO;0;3. Adolescencia (12 - 18 años);0;1
2;0;SIN CORREGIMIENTO;223;PORVENIR BAJO;2-PORVENIR BAJO;0;5. Adultez (27- 59 años);0;6
2;0;SIN CORREGIMIENTO;223;PORVENIR BAJO;2-PORVENIR BAJO;0;6. Persona Mayor 60 o mas;0;2
2;0;SIN CORREGIMIENTO;271;MONEQUE;2-MONEQUE;0;1. Primera Infancia (0-5 años);0;4
2;0;SIN CORREGIMIENTO;271;MONEQUE;2-MONEQUE;0;2. Infancia (6 - 11 años);0;7
2;0;SIN CORREGIMIENTO;271;MONEQUE;2-MONEQUE;0;3. Adolescencia (12 - 18 años);0;13
2;0;SIN CORREGIMIENTO;271;MONEQUE;2-MONEQUE;0;4. Juventud (14 - 26 años);0;12
2;0;SIN CORREGIMIENTO;271;MONEQUE;2-MONEQUE;0;5. Adultez (27- 59 años);0;26
2;0;SIN CORREGIMIENTO;271;MONEQUE;2-MONEQUE;0;6. Persona Mayor 60 o mas;0;18
2;0;SIN CORREGIMIENTO;337;CIUDADELA CLUB COMFENALCO;2-CIUDADELA CLUB COMFENALCO;0;1. Primera Infancia (0-5 años);0;38
2;0;SIN CORREGIMIENTO;337;CIUDADELA CLUB COMFENALCO;2-CIUDADELA CLUB COMFENALCO;0;2. Infancia (6 - 11 años);0;41
2;0;SIN CORREGIMIENTO;337;CIUDADELA CLUB COMFENALCO;2-CIUDADELA CLUB COMFENALCO;0;3. Adolescencia (12 - 18 años);0;54
2;0;SIN CORREGIMIENTO;337;CIUDADELA CLUB COMFENALCO;2-CIUDADELA CLUB COMFENALCO;0;4. Juventud (14 - 26 años);0;41
2;0;SIN CORREGIMIENTO;337;CIUDADELA CLUB COMFENALCO;2-CIUDADELA CLUB COMFENALCO;0;5. Adultez (27- 59 años);0;207
2;0;SIN CORREGIMIENTO;337;CIUDADELA CLUB COMFENALCO;2-CIUDADELA CLUB COMFENALCO;0;6. Persona Mayor 60 o mas;0;40
3;0;SIN CORREGIMIENTO;21;MIRADOR DE LA UIS;3-MIRADOR DE LA UIS;0;1. Primera Infancia (0-5 años);0;1
3;0;SIN CORREGIMIENTO;21;MIRADOR DE LA UIS;3-MIRADOR DE LA UIS;0;4. Juventud (14 - 26 años);0;1
3;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;3-LA INDEPENDENCIA;0;1. Primera Infancia (0-5 años);0;3
3;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;3-LA INDEPENDENCIA;0;2. Infancia (6 - 11 años);0;3
3;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;3-LA INDEPENDENCIA;0;3. Adolescencia (12 - 18 años);0;2
3;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;3-LA INDEPENDENCIA;0;4. Juventud (14 - 26 años);0;3
3;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;3-LA INDEPENDENCIA;0;5. Adultez (27- 59 años);0;14
3;0;SIN CORREGIMIENTO;72;LA INDEPENDENCIA;3-LA INDEPENDENCIA;0;6. Persona Mayor 60 o mas;0;4
3;0;SIN CORREGIMIENTO;74;NORTE BAJO;3-NORTE BAJO;NORTE BAJO;1. Primera Infancia (0-5 años);SI;56
3;0;SIN CORREGIMIENTO;74;NORTE BAJO;3-NORTE BAJO;NORTE BAJO;2. Infancia (6 - 11 años);SI;40
3;0;SIN CORREGIMIENTO;74;NORTE BAJO;3-NORTE BAJO;NORTE BAJO;3. Adolescencia (12 - 18 años);SI;56
3;0;SIN CORREGIMIENTO;74;NORTE BAJO;3-NORTE BAJO;NORTE BAJO;4. Juventud (14 - 26 años);SI;88
3;0;SIN CORREGIMIENTO;74;NORTE BAJO;3-NORTE BAJO;NORTE BAJO;5. Adultez (27- 59 años);SI;237
3;0;SIN CORREGIMIENTO;74;NORTE BAJO;3-NORTE BAJO;NORTE BAJO;6. Persona Mayor 60 o mas;SI;109
3;0;SIN CORREGIMIENTO;75;SAN RAFAEL;3-SAN RAFAEL;SAN RAFAEL;1. Primera Infancia (0-5 años);SI;173
3;0;SIN CORREGIMIENTO;75;SAN RAFAEL;3-SAN RAFAEL;SAN RAFAEL;2. Infancia (6 - 11 años);SI;171
3;0;SIN CORREGIMIENTO;75;SAN RAFAEL;3-SAN RAFAEL;SAN RAFAEL;3. Adolescencia (12 - 18 años);SI;221
3;0;SIN CORREGIMIENTO;75;SAN RAFAEL;3-SAN RAFAEL;SAN RAFAEL;4. Juventud (14 - 26 años);SI;258
3;0;SIN CORREGIMIENTO;75;SAN RAFAEL;3-SAN RAFAEL;SAN RAFAEL;5. Adultez (27- 59 años);SI;945
3;0;SIN CORREGIMIENTO;75;SAN RAFAEL;3-SAN RAFAEL;SAN RAFAEL;6. Persona Mayor 60 o mas;SI;336
3;0;SIN CORREGIMIENTO;76;CHAPINERO;3-CHAPINERO;CHAPINERO;1. Primera Infancia (0-5 años);SI;81
3;0;SIN CORREGIMIENTO;76;CHAPINERO;3-CHAPINERO;CHAPINERO;2. Infancia (6 - 11 años);SI;74
3;0;SIN CORREGIMIENTO;76;CHAPINERO;3-CHAPINERO;CHAPINERO;3. Adolescencia (12 - 18 años);SI;94
3;0;SIN CORREGIMIENTO;76;CHAPINERO;3-CHAPINERO;CHAPINERO;4. Juventud (14 - 26 años);SI;112
3;0;SIN CORREGIMIENTO;76;CHAPINERO;3-CHAPINERO;CHAPINERO;5. Adultez (27- 59 años);SI;422
3;0;SIN CORREGIMIENTO;76;CHAPINERO;3-CHAPINERO;CHAPINERO;6. Persona Mayor 60 o mas;SI;149
3;0;SIN CORREGIMIENTO;95;COMUNEROS;3-COMUNEROS;COMUNEROS;1. Primera Infancia (0-5 años);SI;345
3;0;SIN CORREGIMIENTO;95;COMUNEROS;3-COMUNEROS;COMUNEROS;2. Infancia (6 - 11 años);SI;321
3;0;SIN CORREGIMIENTO;95;COMUNEROS;3-COMUNEROS;COMUNEROS;3. Adolescencia (12 - 18 años);SI;479
3;0;SIN CORREGIMIENTO;95;COMUNEROS;3-COMUNEROS;COMUNEROS;4. Juventud (14 - 26 años);SI;634
3;0;SIN CORREGIMIENTO;95;COMUNEROS;3-COMUNEROS;COMUNEROS;5. Adultez (27- 59 años);SI;2079
3;0;SIN CORREGIMIENTO;95;COMUNEROS;3-COMUNEROS;COMUNEROS;6. Persona Mayor 60 o mas;SI;793
3;0;SIN CORREGIMIENTO;96;MODELO;3-MODELO;MODELO;1. Primera Infancia (0-5 años);SI;48
3;0;SIN CORREGIMIENTO;96;MODELO;3-MODELO;MODELO;2. Infancia (6 - 11 años);SI;64
3;0;SIN CORREGIMIENTO;96;MODELO;3-MODELO;MODELO;3. Adolescencia (12 - 18 años);SI;75
3;0;SIN CORREGIMIENTO;96;MODELO;3-MODELO;MODELO;4. Juventud (14 - 26 años);SI;94
3;0;SIN CORREGIMIENTO;96;MODELO;3-MODELO;MODELO;5. Adultez (27- 59 años);SI;337
3;0;SIN CORREGIMIENTO;96;MODELO;3-MODELO;MODELO;6. Persona Mayor 60 o mas;SI;110
3;0;SIN CORREGIMIENTO;97;MUTUALIDAD;3-MUTUALIDAD;MUTUALIDAD;1. Primera Infancia (0-5 años);SI;74
3;0;SIN CORREGIMIENTO;97;MUTUALIDAD;3-MUTUALIDAD;MUTUALIDAD;2. Infancia (6 - 11 años);SI;84
3;0;SIN CORREGIMIENTO;97;MUTUALIDAD;3-MUTUALIDAD;MUTUALIDAD;3. Adolescencia (12 - 18 años);SI;121
3;0;SIN CORREGIMIENTO;97;MUTUALIDAD;3-MUTUALIDAD;MUTUALIDAD;4. Juventud (14 - 26 años);SI;166
3;0;SIN CORREGIMIENTO;97;MUTUALIDAD;3-MUTUALIDAD;MUTUALIDAD;5. Adultez (27- 59 años);SI;579
3;0;SIN CORREGIMIENTO;97;MUTUALIDAD;3-MUTUALIDAD;MUTUALIDAD;6. Persona Mayor 60 o mas;SI;228
3;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;3-SAN FRANCISCO;0;1. Primera Infancia (0-5 años);0;144
3;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;3-SAN FRANCISCO;0;2. Infancia (6 - 11 años);0;139
3;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;3-SAN FRANCISCO;0;3. Adolescencia (12 - 18 años);0;173
3;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;3-SAN FRANCISCO;0;4. Juventud (14 - 26 años);0;241
3;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;3-SAN FRANCISCO;0;5. Adultez (27- 59 años);0;900
3;0;SIN CORREGIMIENTO;98;SAN FRANCISCO;3-SAN FRANCISCO;0;6. Persona Mayor 60 o mas;0;458
3;0;SIN CORREGIMIENTO;99;ALARCON;3-ALARCON;ALARCON;1. Primera Infancia (0-5 años);SI;18
3;0;SIN CORREGIMIENTO;99;ALARCON;3-ALARCON;ALARCON;2. Infancia (6 - 11 años);SI;13
3;0;SIN CORREGIMIENTO;99;ALARCON;3-ALARCON;ALARCON;3. Adolescencia (12 - 18 años);SI;18
3;0;SIN CORREGIMIENTO;99;ALARCON;3-ALARCON;ALARCON;4. Juventud (14 - 26 años);SI;40
3;0;SIN CORREGIMIENTO;99;ALARCON;3-ALARCON;ALARCON;5. Adultez (27- 59 años);SI;94
3;0;SIN CORREGIMIENTO;99;ALARCON;3-ALARCON;ALARCON;6. Persona Mayor 60 o mas;SI;42
3;0;SIN CORREGIMIENTO;100;SAN ALONSO;3-SAN ALONSO;0;1. Primera Infancia (0-5 años);0;2
3;0;SIN CORREGIMIENTO;100;SAN ALONSO;3-SAN ALONSO;0;2. Infancia (6 - 11 años);0;1
